RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
130156,Steph Routh,Candace Avalos,Jamie Dunphy,,,
130158,Noah Ernst,Doug Clove,Jamie Dunphy,Terrence Hayes,,
130191,Candace Avalos,Timur Ender,Terrence Hayes,,,
130193,Timur Ender,Candace Avalos,,,,
130203,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,
130206,Loretta Smith,Timur Ender,Noah Ernst,Candace Avalos,David Linn,Cayle Tern
130208,Candace Avalos,Loretta Smith,Terrence Hayes,,,
130210,Terrence Hayes,Loretta Smith,Steph Routh,David Linn,Noah Ernst,Timur Ender
130211,Michael (Mike) Sands,Timur Ender,Deian Salazar,Cayle Tern,Loretta Smith,Terrence Hayes
130225,Candace Avalos,Jamie Dunphy,Steph Routh,Loretta Smith,Peggy Sue Owens,Noah Ernst
130234,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Terrence Hayes,David Linn
130236,Candace Avalos,,,,,
130238,Candace Avalos,Timur Ender,Joe Allen,Michael (Mike) Sands,Terrence Hayes,Steph Routh
130239,Loretta Smith,Candace Avalos,David Linn,Terrence Hayes,Steph Routh,Thomas Shervey
130254,Noah Ernst,Cayle Tern,Joe Furi,Loretta Smith,Jamie Dunphy,Terrence Hayes
130255,Candace Avalos,Cayle Tern,Timur Ender,,,
130256,Jamie Dunphy,Loretta Smith,Timur Ender,Candace Avalos,Terrence Hayes,
130297,Joe Allen,Noah Ernst,Steph Routh,,,
130304,Joe Allen,Doug Clove,Loretta Smith,Terrence Hayes,Cayle Tern,Noah Ernst
130305,Peggy Sue Owens,Candace Avalos,Jamie Dunphy,Steph Routh,Cayle Tern,Deian Salazar
130306,Jamie Dunphy,Peggy Sue Owens,Timur Ender,Loretta Smith,Deian Salazar,David Linn
130310,Jamie Dunphy,Steph Routh,Candace Avalos,Terrence Hayes,,
130312,Terrence Hayes,Loretta Smith,,,,
130320,Candace Avalos,Terrence Hayes,Peggy Sue Owens,Doug Clove,Noah Ernst,Deian Salazar
130329,Candace Avalos,Terrence Hayes,Timur Ender,Thomas Shervey,Peggy Sue Owens,Loretta Smith
130332,Steph Routh,Jamie Dunphy,Timur Ender,Noah Ernst,Loretta Smith,Candace Avalos
130333,Noah Ernst,Terrence Hayes,Candace Avalos,Jamie Dunphy,Steph Routh,Timur Ender
130342,Noah Ernst,Timur Ender,Thomas Shervey,,,
130345,Timur Ender,Candace Avalos,Doug Clove,Peggy Sue Owens,Michael (Mike) Sands,Thomas Shervey
130357,Noah Ernst,,,,,
130379,Terrence Hayes,Steph Routh,Jamie Dunphy,,,
130384,Jamie Dunphy,Candace Avalos,Steph Routh,,,
130389,Loretta Smith,Deian Salazar,Candace Avalos,Cayle Tern,Peggy Sue Owens,Steph Routh
130402,Timur Ender,Candace Avalos,Loretta Smith,Terrence Hayes,Jamie Dunphy,Thomas Shervey
130412,Jamie Dunphy,Loretta Smith,Terrence Hayes,Candace Avalos,David Linn,
130457,Jamie Dunphy,Timur Ender,Steph Routh,Candace Avalos,Joe Furi,Cayle Tern
130484,Doug Clove,,,,,
130493,Loretta Smith,Terrence Hayes,Steph Routh,Timur Ender,Cayle Tern,
130494,Loretta Smith,Candace Avalos,Cayle Tern,,,
130495,Loretta Smith,Candace Avalos,Steph Routh,Timur Ender,,
130496,Timur Ender,Jamie Dunphy,Steph Routh,Cayle Tern,Loretta Smith,Michael (Mike) Sands
130498,Terrence Hayes,Noah Ernst,Candace Avalos,Loretta Smith,,
130515,Candace Avalos,Terrence Hayes,Steph Routh,,,
130528,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,,
130775,Steph Routh,Jamie Dunphy,Loretta Smith,Terrence Hayes,,
130780,Loretta Smith,Terrence Hayes,Candace Avalos,,,
130785,Jamie Dunphy,Timur Ender,Noah Ernst,Candace Avalos,Steph Routh,Terrence Hayes
130799,Candace Avalos,Peggy Sue Owens,,,,
130859,Terrence Hayes,Steph Routh,Cayle Tern,,,
130907,Jamie Dunphy,Michael (Mike) Sands,Timur Ender,Candace Avalos,Steph Routh,Cayle Tern
130916,Loretta Smith,,,,,
130943,Steph Routh,Terrence Hayes,Loretta Smith,Jamie Dunphy,Doug Clove,Candace Avalos
130958,Terrence Hayes,Steph Routh,Timur Ender,Jamie Dunphy,David Linn,Doug Clove
130959,Noah Ernst,,,,,
130960,Joe Allen,Deian Salazar,,,,
130962,Jamie Dunphy,Steph Routh,Candace Avalos,David Linn,,
130968,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
130969,Candace Avalos,Jamie Dunphy,Loretta Smith,Steph Routh,,
130972,Steph Routh,Loretta Smith,Doug Clove,Terrence Hayes,Thomas Shervey,
130973,Joe Furi,Timur Ender,Noah Ernst,Joe Allen,,
130975,Candace Avalos,Cayle Tern,Timur Ender,,,
130976,Joe Allen,Deian Salazar,Steph Routh,Jamie Dunphy,,
130983,Peggy Sue Owens,Jamie Dunphy,Loretta Smith,Doug Clove,Joe Allen,Noah Ernst
130986,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
130987,Candace Avalos,Jamie Dunphy,Steph Routh,Timur Ender,,
130991,Noah Ernst,Timur Ender,Jamie Dunphy,Terrence Hayes,,
130998,Candace Avalos,Thomas Shervey,Loretta Smith,Jamie Dunphy,Joe Allen,Deian Salazar
131002,Joe Allen,Deian Salazar,Doug Clove,Noah Ernst,Michael (Mike) Sands,Terrence Hayes
131007,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
131024,Doug Clove,Joe Furi,Thomas Shervey,Steph Routh,,
131060,Noah Ernst,,,,,
131068,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,
131069,Terrence Hayes,Loretta Smith,Candace Avalos,Jamie Dunphy,Steph Routh,
131083,Candace Avalos,Steph Routh,Jamie Dunphy,Cayle Tern,,
131146,Terrence Hayes,Michael (Mike) Sands,Timur Ender,Cayle Tern,Joe Allen,Steph Routh
131156,Joe Allen,Candace Avalos,Peggy Sue Owens,Loretta Smith,Doug Clove,Jamie Dunphy
131162,Noah Ernst,Timur Ender,,,,
131171,Candace Avalos,Thomas Shervey,Loretta Smith,Jamie Dunphy,Joe Allen,Deian Salazar
131200,Candace Avalos,Timur Ender,Jamie Dunphy,Terrence Hayes,Steph Routh,Loretta Smith
131213,Joe Furi,Loretta Smith,Terrence Hayes,,,
131215,Noah Ernst,Terrence Hayes,Loretta Smith,,,
131219,Timur Ender,Deian Salazar,Loretta Smith,Candace Avalos,Jamie Dunphy,Steph Routh
131220,Candace Avalos,Terrence Hayes,Steph Routh,,,
131225,Loretta Smith,Terrence Hayes,Steph Routh,,,
131241,Loretta Smith,Candace Avalos,Peggy Sue Owens,Cayle Tern,,
131242,Joe Allen,David Linn,Doug Clove,Michael (Mike) Sands,Thomas Shervey,Steph Routh
131247,David Linn,Peggy Sue Owens,Jamie Dunphy,Thomas Shervey,,
131249,Michael (Mike) Sands,Candace Avalos,Jamie Dunphy,Steph Routh,,
131251,Loretta Smith,Joe Allen,Jamie Dunphy,,,
131252,Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,Joe Allen,Cayle Tern
131253,,,,,,
131254,Noah Ernst,Peggy Sue Owens,Timur Ender,Candace Avalos,Joe Allen,David Linn
131260,Candace Avalos,Loretta Smith,Steph Routh,Timur Ender,Terrence Hayes,David Linn
131264,Terrence Hayes,Noah Ernst,Candace Avalos,,,
131267,Jamie Dunphy,Loretta Smith,Doug Clove,Joe Allen,Cayle Tern,Noah Ernst
131269,Candace Avalos,Steph Routh,Terrence Hayes,Joe Furi,Doug Clove,Loretta Smith
131272,Peggy Sue Owens,Jamie Dunphy,,,,
131308,Candace Avalos,Jamie Dunphy,Cayle Tern,Steph Routh,David Linn,Loretta Smith
131310,Write-in-122,Steph Routh,,,,
131312,Loretta Smith,,,,,
131313,Jamie Dunphy,Candace Avalos,Terrence Hayes,Noah Ernst,Loretta Smith,David Linn
131314,Terrence Hayes,Steph Routh,Jamie Dunphy,Loretta Smith,Timur Ender,Deian Salazar
131317,Timur Ender,,,,,
131345,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
131346,Jamie Dunphy,Candace Avalos,Steph Routh,,,
131347,Jamie Dunphy,Loretta Smith,Terrence Hayes,Deian Salazar,Timur Ender,Candace Avalos
131349,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
131355,Noah Ernst,Jamie Dunphy,Loretta Smith,,,
131356,Joe Allen,Noah Ernst,Deian Salazar,Doug Clove,Michael (Mike) Sands,
131357,Peggy Sue Owens,Candace Avalos,Cayle Tern,Loretta Smith,Thomas Shervey,Jamie Dunphy
131359,Loretta Smith,,,,,
131360,Loretta Smith,Terrence Hayes,Steph Routh,,,
131361,Peggy Sue Owens,,,,,
131362,Candace Avalos,,,,,
131363,Noah Ernst,Doug Clove,Terrence Hayes,,,
131364,Candace Avalos,Noah Ernst,Peggy Sue Owens,Deian Salazar,Loretta Smith,Steph Routh
131365,Timur Ender,Loretta Smith,Terrence Hayes,Jamie Dunphy,,
131369,Steph Routh,Candace Avalos,Timur Ender,Cayle Tern,Loretta Smith,Terrence Hayes
131372,Peggy Sue Owens,,,,,
131374,Steph Routh,Loretta Smith,Michael (Mike) Sands,Terrence Hayes,,
131375,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
131377,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,,
131378,Peggy Sue Owens,Candace Avalos,Loretta Smith,Cayle Tern,Terrence Hayes,Jamie Dunphy
131379,Loretta Smith,,,,,
131385,Loretta Smith,Terrence Hayes,Candace Avalos,Steph Routh,Cayle Tern,Deian Salazar
131386,Deian Salazar,David Linn,Doug Clove,Joe Furi,Cayle Tern,Terrence Hayes
131389,Loretta Smith,,,,,
131390,Loretta Smith,Thomas Shervey,Terrence Hayes,Steph Routh,Jamie Dunphy,Deian Salazar
131407,Timur Ender,David Linn,Cayle Tern,Jamie Dunphy,Steph Routh,Loretta Smith
131408,Cayle Tern,Noah Ernst,Timur Ender,David Linn,Jamie Dunphy,Loretta Smith
131409,Joe Furi,Thomas Shervey,Candace Avalos,Michael (Mike) Sands,Steph Routh,David Linn
131412,Doug Clove,Noah Ernst,Terrence Hayes,,,
131432,Noah Ernst,Terrence Hayes,,,,
131451,Jamie Dunphy,,,,,
131468,Candace Avalos,Cayle Tern,Loretta Smith,Jamie Dunphy,Peggy Sue Owens,Michael (Mike) Sands
131469,Noah Ernst,Loretta Smith,Cayle Tern,Candace Avalos,Timur Ender,Jamie Dunphy
131479,Terrence Hayes,Loretta Smith,,,,
131482,Doug Clove,Loretta Smith,Jamie Dunphy,Steph Routh,Candace Avalos,Joe Furi
131483,Noah Ernst,Terrence Hayes,Michael (Mike) Sands,,,
131532,David Linn,,,,,
131545,Candace Avalos,,,,,
131547,Steph Routh,Loretta Smith,Candace Avalos,Terrence Hayes,Jamie Dunphy,Cayle Tern
131549,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,David Linn,
131552,Doug Clove,,,,,
131553,Michael (Mike) Sands,Loretta Smith,Noah Ernst,Candace Avalos,Joe Allen,
131555,Noah Ernst,Doug Clove,Steph Routh,Thomas Shervey,Deian Salazar,Joe Allen
131556,Loretta Smith,,,,,
131559,Joe Allen,David Linn,Doug Clove,Loretta Smith,Terrence Hayes,Steph Routh
131561,Joe Furi,Joe Allen,Cayle Tern,Doug Clove,Steph Routh,
131562,Terrence Hayes,Loretta Smith,Doug Clove,,,
131567,Candace Avalos,,,,,
131569,Jamie Dunphy,Michael (Mike) Sands,David Linn,Thomas Shervey,Noah Ernst,Cayle Tern
131570,Joe Allen,Michael (Mike) Sands,Terrence Hayes,,,
131571,Write-in-120,Jamie Dunphy,Candace Avalos,Thomas Shervey,Terrence Hayes,Loretta Smith
131577,Joe Allen,Loretta Smith,Deian Salazar,Terrence Hayes,Jamie Dunphy,Steph Routh
131578,Steph Routh,David Linn,,,,
131582,Jamie Dunphy,Loretta Smith,Timur Ender,Steph Routh,Candace Avalos,
131584,Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,Cayle Tern,
131585,Terrence Hayes,Steph Routh,Timur Ender,Noah Ernst,Loretta Smith,Doug Clove
131589,Joe Allen,Timur Ender,Noah Ernst,,,
131590,David Linn,,,,,
131591,Joe Allen,Doug Clove,Noah Ernst,Terrence Hayes,Deian Salazar,Thomas Shervey
131593,Timur Ender,Candace Avalos,David Linn,Michael (Mike) Sands,Joe Allen,Steph Routh
131595,Candace Avalos,Steph Routh,Jamie Dunphy,,,
131598,Doug Clove,,,,,
131600,Terrence Hayes,Noah Ernst,Candace Avalos,,,
131602,Noah Ernst,David Linn,Doug Clove,Joe Furi,Michael (Mike) Sands,Joe Allen
131607,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
131608,Noah Ernst,,,,,
131622,Peggy Sue Owens,,,,,
131623,Michael (Mike) Sands,,,,,
131628,Timur Ender,Candace Avalos,Deian Salazar,,,
131632,Jamie Dunphy,Steph Routh,Noah Ernst,Loretta Smith,,
131636,Candace Avalos,Jamie Dunphy,Steph Routh,,,
131638,Loretta Smith,Terrence Hayes,,,,
131639,Terrence Hayes,,,,,
131640,Noah Ernst,David Linn,Loretta Smith,Doug Clove,,
131645,Candace Avalos,Terrence Hayes,Noah Ernst,,,
131646,Steph Routh,Noah Ernst,Candace Avalos,Doug Clove,Loretta Smith,Jamie Dunphy
131650,Loretta Smith,Candace Avalos,Timur Ender,Cayle Tern,Joe Furi,Terrence Hayes
131652,Timur Ender,,,,,
131655,Timur Ender,Joe Furi,Doug Clove,,,
131656,Candace Avalos,Timur Ender,Cayle Tern,Deian Salazar,Terrence Hayes,David Linn
131666,Noah Ernst,Terrence Hayes,Doug Clove,,,
131670,Jamie Dunphy,Candace Avalos,Steph Routh,,,
131676,,,,,,
131677,,,,,,
131681,Timur Ender,Noah Ernst,Candace Avalos,Cayle Tern,Michael (Mike) Sands,Jamie Dunphy
131686,Timur Ender,Loretta Smith,Candace Avalos,Jamie Dunphy,Steph Routh,Terrence Hayes
131696,Michael (Mike) Sands,Loretta Smith,David Linn,,,
131698,Michael (Mike) Sands,Doug Clove,Cayle Tern,David Linn,Joe Allen,
131700,David Linn,Joe Furi,Candace Avalos,Loretta Smith,Terrence Hayes,Cayle Tern
131747,Jamie Dunphy,Michael (Mike) Sands,David Linn,Thomas Shervey,Noah Ernst,Cayle Tern
131754,Terrence Hayes,Timur Ender,Candace Avalos,Cayle Tern,,
131755,Steph Routh,Cayle Tern,Candace Avalos,Deian Salazar,Thomas Shervey,Loretta Smith
131757,Steph Routh,,,,,
131759,Steph Routh,,,,,
131760,Jamie Dunphy,Steph Routh,Candace Avalos,Terrence Hayes,,
131761,Candace Avalos,Steph Routh,Timur Ender,Cayle Tern,,
131762,,,,,,
131763,Doug Clove,Noah Ernst,David Linn,,,
131764,Loretta Smith,Steph Routh,Terrence Hayes,,,
131765,Loretta Smith,Cayle Tern,Jamie Dunphy,Candace Avalos,Terrence Hayes,Noah Ernst
131768,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
131769,Steph Routh,Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,
131773,Terrence Hayes,Noah Ernst,Candace Avalos,Timur Ender,David Linn,Michael (Mike) Sands
131775,Terrence Hayes,,,,,
131780,Steph Routh,Jamie Dunphy,Doug Clove,Terrence Hayes,Noah Ernst,Timur Ender
131781,Terrence Hayes,Joe Allen,Steph Routh,Loretta Smith,Jamie Dunphy,Timur Ender
131809,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-122
131812,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
131813,Loretta Smith,Terrence Hayes,Deian Salazar,Candace Avalos,Peggy Sue Owens,Michael (Mike) Sands
131818,Loretta Smith,Deian Salazar,Cayle Tern,David Linn,Jamie Dunphy,
131820,Timur Ender,Candace Avalos,Loretta Smith,Cayle Tern,Steph Routh,
131842,Timur Ender,Joe Allen,Cayle Tern,Doug Clove,Joe Furi,Jamie Dunphy
131843,Timur Ender,Noah Ernst,Steph Routh,Jamie Dunphy,Candace Avalos,David Linn
131855,Noah Ernst,Doug Clove,Terrence Hayes,Joe Furi,Deian Salazar,Thomas Shervey
131875,Peggy Sue Owens,,,,,
131901,Doug Clove,,,,,
131905,Noah Ernst,Timur Ender,Jamie Dunphy,Terrence Hayes,,
131952,Timur Ender,Loretta Smith,Terrence Hayes,,,
131955,Jamie Dunphy,Noah Ernst,Candace Avalos,Timur Ender,Loretta Smith,Doug Clove
131973,Jamie Dunphy,Terrence Hayes,Steph Routh,Noah Ernst,Loretta Smith,Doug Clove
131981,Noah Ernst,,,,,
131987,Jamie Dunphy,Timur Ender,Steph Routh,,,
131991,Steph Routh,Deian Salazar,Noah Ernst,,,
131993,Doug Clove,,,,,
131995,Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,Steph Routh,David Linn
131996,Terrence Hayes,Noah Ernst,Candace Avalos,,,
132013,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
132026,Terrence Hayes,Loretta Smith,Cayle Tern,Candace Avalos,Deian Salazar,Joe Furi
132034,Loretta Smith,Deian Salazar,Timur Ender,Terrence Hayes,Jamie Dunphy,Thomas Shervey
132042,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
132046,Noah Ernst,Loretta Smith,Joe Allen,,,
132083,Jamie Dunphy,Candace Avalos,Steph Routh,,,
132090,Loretta Smith,Terrence Hayes,Deian Salazar,Candace Avalos,Peggy Sue Owens,Michael (Mike) Sands
132107,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
132114,Loretta Smith,Terrence Hayes,Noah Ernst,David Linn,,
132120,Candace Avalos,Steph Routh,Loretta Smith,Jamie Dunphy,,
132125,Jamie Dunphy,,,,,
132141,Loretta Smith,Terrence Hayes,,,,
132149,Doug Clove,,,,,
132151,Steph Routh,Jamie Dunphy,Timur Ender,,,
132169,Michael (Mike) Sands,Cayle Tern,Candace Avalos,,,
132173,David Linn,Candace Avalos,Michael (Mike) Sands,,,
132181,Deian Salazar,Doug Clove,Noah Ernst,Joe Allen,Michael (Mike) Sands,Terrence Hayes
132183,Candace Avalos,Loretta Smith,Terrence Hayes,Noah Ernst,Michael (Mike) Sands,Peggy Sue Owens
132184,Loretta Smith,Candace Avalos,Terrence Hayes,,,
132187,Steph Routh,Timur Ender,Candace Avalos,Loretta Smith,,
132188,Loretta Smith,,,,,
132189,Steph Routh,Candace Avalos,Loretta Smith,Terrence Hayes,,
132240,Peggy Sue Owens,,,,,
132254,Timur Ender,Cayle Tern,Candace Avalos,,,
132257,Candace Avalos,Timur Ender,Steph Routh,David Linn,Jamie Dunphy,Cayle Tern
132269,Joe Allen,Michael (Mike) Sands,Jamie Dunphy,David Linn,Loretta Smith,Terrence Hayes
132274,Candace Avalos,Jamie Dunphy,Peggy Sue Owens,Loretta Smith,Joe Allen,Timur Ender
132278,Terrence Hayes,Timur Ender,Loretta Smith,Jamie Dunphy,David Linn,Steph Routh
132312,Candace Avalos,Cayle Tern,Timur Ender,,,
132330,Candace Avalos,Doug Clove,Thomas Shervey,Loretta Smith,Steph Routh,Terrence Hayes
132355,Loretta Smith,,,,,
132360,Candace Avalos,Jamie Dunphy,Steph Routh,David Linn,Loretta Smith,Noah Ernst
132413,Terrence Hayes,Michael (Mike) Sands,Timur Ender,Cayle Tern,Joe Allen,Steph Routh
132421,Candace Avalos,,,,,
132424,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,
132445,David Linn,Doug Clove,Michael (Mike) Sands,Thomas Shervey,Joe Furi,Joe Allen
132446,Steph Routh,Terrence Hayes,Timur Ender,,,
132462,Jamie Dunphy,Loretta Smith,Cayle Tern,Thomas Shervey,Deian Salazar,Michael (Mike) Sands
132467,David Linn,Doug Clove,Michael (Mike) Sands,Thomas Shervey,Joe Furi,Joe Allen
132476,David Linn,Doug Clove,Michael (Mike) Sands,Thomas Shervey,Joe Furi,Joe Allen
132479,Jamie Dunphy,Loretta Smith,Cayle Tern,Thomas Shervey,Deian Salazar,Michael (Mike) Sands
132487,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Noah Ernst,Loretta Smith
132490,Loretta Smith,Steph Routh,Timur Ender,Terrence Hayes,Candace Avalos,
132491,Jamie Dunphy,Candace Avalos,Steph Routh,,,
132493,Jamie Dunphy,Candace Avalos,Steph Routh,,,
132494,Loretta Smith,,,,,
132496,Thomas Shervey,Loretta Smith,Noah Ernst,Timur Ender,Steph Routh,Jamie Dunphy
132498,Timur Ender,Loretta Smith,Candace Avalos,Thomas Shervey,,
132499,Terrence Hayes,,,,,
132501,Candace Avalos,Cayle Tern,Timur Ender,,,
132502,Loretta Smith,Steph Routh,Timur Ender,Terrence Hayes,Candace Avalos,
132503,Noah Ernst,Thomas Shervey,Deian Salazar,Candace Avalos,Joe Allen,
132505,Loretta Smith,Steph Routh,Candace Avalos,,,
132506,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
132507,Noah Ernst,Terrence Hayes,Joe Allen,,,
132535,David Linn,Jamie Dunphy,Michael (Mike) Sands,,,
132536,Timur Ender,Candace Avalos,Joe Furi,Deian Salazar,Michael (Mike) Sands,Steph Routh
132538,Loretta Smith,Terrence Hayes,Noah Ernst,,,
132539,Peggy Sue Owens,Noah Ernst,Timur Ender,Joe Allen,Loretta Smith,Jamie Dunphy
132540,Noah Ernst,Loretta Smith,Terrence Hayes,,,
132541,Loretta Smith,Terrence Hayes,Candace Avalos,,,
132543,Cayle Tern,Timur Ender,,,,
132544,Cayle Tern,Candace Avalos,Jamie Dunphy,Michael (Mike) Sands,,
132545,Loretta Smith,Steph Routh,Cayle Tern,David Linn,Candace Avalos,Jamie Dunphy
132547,Candace Avalos,Steph Routh,Noah Ernst,,,
132549,Candace Avalos,Loretta Smith,Thomas Shervey,Steph Routh,,
132550,Steph Routh,Terrence Hayes,David Linn,Candace Avalos,Loretta Smith,Jamie Dunphy
132551,Loretta Smith,Candace Avalos,,,,
132553,Loretta Smith,David Linn,,,,
132554,Candace Avalos,David Linn,Timur Ender,Jamie Dunphy,Cayle Tern,Steph Routh
132557,David Linn,Loretta Smith,Thomas Shervey,Joe Allen,Candace Avalos,Steph Routh
132559,Timur Ender,Jamie Dunphy,Steph Routh,David Linn,Candace Avalos,Cayle Tern
132560,,,,,,
132563,Noah Ernst,Joe Allen,Joe Furi,Peggy Sue Owens,Cayle Tern,Thomas Shervey
132568,Michael (Mike) Sands,Doug Clove,Thomas Shervey,Timur Ender,,
132569,Loretta Smith,Michael (Mike) Sands,Cayle Tern,Noah Ernst,Steph Routh,Jamie Dunphy
132574,Steph Routh,Jamie Dunphy,Doug Clove,Terrence Hayes,David Linn,Timur Ender
132576,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
132577,Candace Avalos,Terrence Hayes,Steph Routh,Noah Ernst,Jamie Dunphy,Loretta Smith
132578,Deian Salazar,,,,,
132579,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
132593,Timur Ender,Jamie Dunphy,Loretta Smith,Steph Routh,Candace Avalos,Terrence Hayes
132594,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Noah Ernst,
132595,Steph Routh,Terrence Hayes,David Linn,Loretta Smith,Timur Ender,Cayle Tern
132597,Steph Routh,Jamie Dunphy,,,,
132609,Jamie Dunphy,Timur Ender,Steph Routh,David Linn,,
132610,Loretta Smith,,,,,
132611,Candace Avalos,,,,,
132612,David Linn,Cayle Tern,Joe Furi,Steph Routh,,
132627,Jamie Dunphy,Candace Avalos,Steph Routh,Timur Ender,David Linn,Cayle Tern
132637,Timur Ender,Loretta Smith,,,,
132638,Candace Avalos,Steph Routh,Loretta Smith,,,
132642,Loretta Smith,Jamie Dunphy,Steph Routh,Terrence Hayes,,
132643,Timur Ender,Loretta Smith,Steph Routh,,,
132650,Steph Routh,Terrence Hayes,Thomas Shervey,Loretta Smith,Deian Salazar,Michael (Mike) Sands
132661,David Linn,,,,,
132664,Steph Routh,Candace Avalos,Timur Ender,,,
132665,Joe Allen,Timur Ender,Noah Ernst,,,
132666,Thomas Shervey,Terrence Hayes,Candace Avalos,Joe Allen,David Linn,Doug Clove
132672,Steph Routh,Candace Avalos,Timur Ender,,,
132683,Steph Routh,Jamie Dunphy,,,,
132684,Steph Routh,Candace Avalos,Jamie Dunphy,Loretta Smith,Terrence Hayes,
132687,Steph Routh,Loretta Smith,Timur Ender,Jamie Dunphy,,
132695,,,,,,
132701,,,,,,
132704,Michael (Mike) Sands,David Linn,Peggy Sue Owens,,,
132716,Loretta Smith,,,,,
132718,Terrence Hayes,Loretta Smith,,,,
132720,Peggy Sue Owens,Candace Avalos,Cayle Tern,Loretta Smith,Jamie Dunphy,Joe Furi
132737,Candace Avalos,,,,,
132738,Peggy Sue Owens,Joe Allen,,,,
132742,Doug Clove,,,,,
132745,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
132755,Noah Ernst,Jamie Dunphy,Terrence Hayes,,,
132758,Jamie Dunphy,Michael (Mike) Sands,,,,
132781,Noah Ernst,Steph Routh,Loretta Smith,,,
132785,Candace Avalos,Steph Routh,Terrence Hayes,Thomas Shervey,David Linn,Jamie Dunphy
132796,Jamie Dunphy,Terrence Hayes,Timur Ender,Candace Avalos,Steph Routh,Loretta Smith
132803,Loretta Smith,Candace Avalos,Peggy Sue Owens,,,
132814,Peggy Sue Owens,Jamie Dunphy,,,,
132818,Jamie Dunphy,,,,,
132819,Candace Avalos,,,,,
132820,Terrence Hayes,Candace Avalos,Noah Ernst,,,
132822,Candace Avalos,Cayle Tern,Timur Ender,Loretta Smith,Terrence Hayes,Steph Routh
132826,Noah Ernst,Terrence Hayes,Loretta Smith,,,
132832,Jamie Dunphy,,,,,
132833,Peggy Sue Owens,Noah Ernst,Candace Avalos,Loretta Smith,Terrence Hayes,Steph Routh
132835,Noah Ernst,,,,,
132836,Loretta Smith,Terrence Hayes,Timur Ender,Steph Routh,Candace Avalos,Noah Ernst
132841,Candace Avalos,Cayle Tern,Timur Ender,,,
