Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
Loretta Smith,Terrence Hayes,Noah Ernst,,,
Deian Salazar,,,,,
Cayle Tern,Candace Avalos,,,,
Steph Routh,Candace Avalos,Cayle Tern,Timur Ender,David Linn,
Jamie Dunphy,,,,,
Timur Ender,Joe Allen,Steph Routh,,,
Candace Avalos,Steph Routh,Loretta Smith,Jamie Dunphy,Timur Ender,
Michael (Mike) Sands,Timur Ender,Deian Salazar,Loretta Smith,Jamie Dunphy,
Terrence Hayes,Steph Routh,Loretta Smith,,,
Terrence Hayes,Timur Ender,Candace Avalos,Jamie Dunphy,,
Doug Clove,Terrence Hayes,,,,
Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,,
Loretta Smith,Candace Avalos,Noah Ernst,Steph Routh,Terrence Hayes,Timur Ender
Doug Clove,Jamie Dunphy,Loretta Smith,,,
Loretta Smith,Terrence Hayes,Doug Clove,Candace Avalos,David Linn,
Candace Avalos,Loretta Smith,Steph Routh,,,
Doug Clove,Michael (Mike) Sands,,,,
Jamie Dunphy,,,,,
Candace Avalos,,,,,
Noah Ernst,David Linn,Candace Avalos,Steph Routh,Jamie Dunphy,
Loretta Smith,Terrence Hayes,,,,
Steph Routh,Jamie Dunphy,Loretta Smith,Timur Ender,,
Steph Routh,Candace Avalos,Noah Ernst,Terrence Hayes,Deian Salazar,Jamie Dunphy
Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,Cayle Tern,Loretta Smith
Timur Ender,,,,,
Steph Routh,David Linn,Candace Avalos,Noah Ernst,Peggy Sue Owens,Loretta Smith
Candace Avalos,Deian Salazar,Steph Routh,Cayle Tern,Timur Ender,Loretta Smith
Terrence Hayes,Loretta Smith,Candace Avalos,,,
Loretta Smith,Timur Ender,Jamie Dunphy,Terrence Hayes,David Linn,Candace Avalos
Candace Avalos,Terrence Hayes,Loretta Smith,Michael (Mike) Sands,,
Candace Avalos,,,,,
Candace Avalos,Steph Routh,Timur Ender,Cayle Tern,Jamie Dunphy,
Timur Ender,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,Deian Salazar
Terrence Hayes,Noah Ernst,,,,
Candace Avalos,Steph Routh,Timur Ender,,,
Loretta Smith,Candace Avalos,Jamie Dunphy,Timur Ender,Terrence Hayes,Steph Routh
David Linn,Candace Avalos,Joe Furi,Deian Salazar,Loretta Smith,Jamie Dunphy
Timur Ender,Jamie Dunphy,Steph Routh,Cayle Tern,Loretta Smith,Michael (Mike) Sands
Candace Avalos,Loretta Smith,Noah Ernst,Jamie Dunphy,Timur Ender,Terrence Hayes
Jamie Dunphy,Candace Avalos,Steph Routh,Peggy Sue Owens,Doug Clove,Loretta Smith
Candace Avalos,Timur Ender,Cayle Tern,,,
Loretta Smith,Terrence Hayes,Timur Ender,Steph Routh,David Linn,
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,,
Steph Routh,Jamie Dunphy,Timur Ender,Noah Ernst,Terrence Hayes,
Cayle Tern,Loretta Smith,Candace Avalos,Timur Ender,Steph Routh,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
David Linn,Terrence Hayes,Michael (Mike) Sands,Joe Allen,Timur Ender,Noah Ernst
Doug Clove,,,,,
Timur Ender,Candace Avalos,Terrence Hayes,Michael (Mike) Sands,Jamie Dunphy,Joe Allen
Loretta Smith,Joe Allen,Candace Avalos,Deian Salazar,Steph Routh,Peggy Sue Owens
Noah Ernst,Cayle Tern,Joe Furi,Deian Salazar,,
Candace Avalos,Jamie Dunphy,Steph Routh,Loretta Smith,David Linn,Noah Ernst
Cayle Tern,Timur Ender,David Linn,Steph Routh,Candace Avalos,Loretta Smith
Timur Ender,Candace Avalos,David Linn,Loretta Smith,Terrence Hayes,Jamie Dunphy
Noah Ernst,Loretta Smith,Doug Clove,Steph Routh,Joe Furi,Joe Allen
Candace Avalos,Timur Ender,,,,
Terrence Hayes,Noah Ernst,,,,
Jamie Dunphy,,,,,
Doug Clove,Jamie Dunphy,Deian Salazar,Cayle Tern,Candace Avalos,Peggy Sue Owens
Noah Ernst,,,,,
Timur Ender,Candace Avalos,Cayle Tern,Steph Routh,David Linn,Michael (Mike) Sands
Timur Ender,Candace Avalos,Cayle Tern,Michael (Mike) Sands,Deian Salazar,Jamie Dunphy
Loretta Smith,Jamie Dunphy,Candace Avalos,Noah Ernst,Terrence Hayes,Cayle Tern
Noah Ernst,Doug Clove,Jamie Dunphy,,,
Steph Routh,Jamie Dunphy,Candace Avalos,David Linn,Joe Allen,Loretta Smith
Terrence Hayes,Noah Ernst,Doug Clove,,,
Noah Ernst,Doug Clove,,,,
Terrence Hayes,Loretta Smith,Steph Routh,Joe Furi,David Linn,Timur Ender
Jamie Dunphy,David Linn,,,,
Timur Ender,,,,,
Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,Cayle Tern,
Terrence Hayes,Michael (Mike) Sands,Timur Ender,Cayle Tern,Joe Allen,Steph Routh
Loretta Smith,Noah Ernst,Doug Clove,Thomas Shervey,Deian Salazar,Cayle Tern
Candace Avalos,Cayle Tern,,,,
Michael (Mike) Sands,Loretta Smith,Terrence Hayes,,,
Timur Ender,Loretta Smith,Terrence Hayes,David Linn,Michael (Mike) Sands,Candace Avalos
Steph Routh,Loretta Smith,Noah Ernst,,,
Doug Clove,Terrence Hayes,Loretta Smith,,,
Terrence Hayes,,,,,
Terrence Hayes,Timur Ender,Jamie Dunphy,Steph Routh,Loretta Smith,Candace Avalos
Candace Avalos,Cayle Tern,Michael (Mike) Sands,Timur Ender,Steph Routh,Jamie Dunphy
Loretta Smith,,,,,
Joe Allen,Doug Clove,Michael (Mike) Sands,Joe Furi,Thomas Shervey,Terrence Hayes
Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,,
Peggy Sue Owens,,,,,
Steph Routh,Terrence Hayes,Noah Ernst,Timur Ender,Candace Avalos,David Linn
Noah Ernst,Terrence Hayes,,,,
Noah Ernst,,,,,
,,,,,
Loretta Smith,Cayle Tern,Peggy Sue Owens,Terrence Hayes,Michael (Mike) Sands,Candace Avalos
David Linn,Jamie Dunphy,Noah Ernst,Doug Clove,,
Terrence Hayes,Timur Ender,Deian Salazar,Loretta Smith,Candace Avalos,Cayle Tern
Loretta Smith,,,,,
Write-in-120,Terrence Hayes,Timur Ender,Thomas Shervey,Steph Routh,David Linn
Noah Ernst,,,,,
Jamie Dunphy,Noah Ernst,Steph Routh,Loretta Smith,David Linn,Candace Avalos
,,,,,
Loretta Smith,Joe Allen,Joe Furi,Jamie Dunphy,Michael (Mike) Sands,Timur Ender
Terrence Hayes,Noah Ernst,Doug Clove,Joe Furi,Deian Salazar,
Steph Routh,Loretta Smith,Deian Salazar,Timur Ender,Noah Ernst,Cayle Tern
Doug Clove,Timur Ender,Joe Allen,David Linn,Thomas Shervey,Terrence Hayes
Steph Routh,Thomas Shervey,Jamie Dunphy,David Linn,Cayle Tern,Noah Ernst
Cayle Tern,Candace Avalos,Doug Clove,,,
Candace Avalos,Steph Routh,Timur Ender,,,
Steph Routh,Jamie Dunphy,David Linn,Timur Ender,Doug Clove,
Timur Ender,,,,,
Doug Clove,Joe Furi,Timur Ender,,,
Steph Routh,Candace Avalos,Cayle Tern,Jamie Dunphy,Timur Ender,Terrence Hayes
Jamie Dunphy,Loretta Smith,Candace Avalos,David Linn,Noah Ernst,Peggy Sue Owens
Write-in-120,Write-in-121,,,,
Candace Avalos,Loretta Smith,Terrence Hayes,,,
Timur Ender,Loretta Smith,,,,
Loretta Smith,,,,,
Loretta Smith,,,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Steph Routh,Candace Avalos,Timur Ender,David Linn,Jamie Dunphy,
Loretta Smith,Terrence Hayes,David Linn,Michael (Mike) Sands,Write-in-120,Joe Allen
Deian Salazar,Doug Clove,Noah Ernst,Timur Ender,,
Loretta Smith,,,,,
Cayle Tern,Noah Ernst,Candace Avalos,Steph Routh,Loretta Smith,Timur Ender
Timur Ender,Candace Avalos,Steph Routh,Jamie Dunphy,,
Doug Clove,Deian Salazar,Loretta Smith,Timur Ender,Candace Avalos,Jamie Dunphy
Candace Avalos,Loretta Smith,Terrence Hayes,Noah Ernst,Jamie Dunphy,Steph Routh
Candace Avalos,Timur Ender,Terrence Hayes,Steph Routh,,
Candace Avalos,Jamie Dunphy,Steph Routh,,,
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,Terrence Hayes,Michael (Mike) Sands
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Loretta Smith,David Linn,Terrence Hayes,,,
Noah Ernst,Jamie Dunphy,Doug Clove,Steph Routh,Loretta Smith,Terrence Hayes
Timur Ender,Jamie Dunphy,Terrence Hayes,Candace Avalos,Cayle Tern,Steph Routh
David Linn,Loretta Smith,Steph Routh,Jamie Dunphy,Michael (Mike) Sands,Deian Salazar
Candace Avalos,David Linn,Deian Salazar,Thomas Shervey,,
Jamie Dunphy,Candace Avalos,Steph Routh,Timur Ender,Noah Ernst,David Linn
Cayle Tern,Doug Clove,Joe Furi,Michael (Mike) Sands,Deian Salazar,Loretta Smith
Terrence Hayes,Timur Ender,Noah Ernst,David Linn,Deian Salazar,Loretta Smith
Jamie Dunphy,Terrence Hayes,Steph Routh,Candace Avalos,,
Timur Ender,Jamie Dunphy,Steph Routh,Candace Avalos,Cayle Tern,David Linn
Steph Routh,Loretta Smith,Thomas Shervey,Jamie Dunphy,Peggy Sue Owens,
David Linn,,,,,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Jamie Dunphy,,,,,
Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
Candace Avalos,,,,,
Terrence Hayes,Doug Clove,Steph Routh,Loretta Smith,Thomas Shervey,Michael (Mike) Sands
Loretta Smith,Timur Ender,Steph Routh,,,
Timur Ender,Joe Allen,Terrence Hayes,Loretta Smith,,
David Linn,Timur Ender,Joe Allen,Doug Clove,Noah Ernst,Michael (Mike) Sands
Steph Routh,Deian Salazar,,,,
Doug Clove,,,,,
Loretta Smith,Joe Furi,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy
Deian Salazar,David Linn,Noah Ernst,Timur Ender,Peggy Sue Owens,Joe Furi
Candace Avalos,Thomas Shervey,Timur Ender,Michael (Mike) Sands,Jamie Dunphy,Steph Routh
Jamie Dunphy,Timur Ender,Noah Ernst,,,
David Linn,Doug Clove,,,,
Peggy Sue Owens,Loretta Smith,Terrence Hayes,Steph Routh,Candace Avalos,Cayle Tern
Terrence Hayes,,,,,
Doug Clove,Joe Allen,David Linn,Joe Furi,Deian Salazar,Steph Routh
Candace Avalos,,,,,
Loretta Smith,David Linn,Timur Ender,Candace Avalos,,
Loretta Smith,Peggy Sue Owens,Candace Avalos,Cayle Tern,Jamie Dunphy,Deian Salazar
Steph Routh,Jamie Dunphy,,,,
Noah Ernst,,,,,
Noah Ernst,Terrence Hayes,Loretta Smith,Doug Clove,Joe Allen,Thomas Shervey
Noah Ernst,Doug Clove,Thomas Shervey,,,
Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,Cayle Tern,David Linn
Jamie Dunphy,Peggy Sue Owens,Noah Ernst,Michael (Mike) Sands,Loretta Smith,Joe Allen
Loretta Smith,Terrence Hayes,,,,
Candace Avalos,Timur Ender,Loretta Smith,Terrence Hayes,,
,,,,,
Jamie Dunphy,Candace Avalos,,,,
Candace Avalos,Jamie Dunphy,Steph Routh,,,
Terrence Hayes,Jamie Dunphy,Steph Routh,Loretta Smith,Doug Clove,Timur Ender
Noah Ernst,Doug Clove,Loretta Smith,Terrence Hayes,,
David Linn,Timur Ender,Candace Avalos,Loretta Smith,Joe Allen,Cayle Tern
Loretta Smith,Candace Avalos,Joe Furi,Terrence Hayes,Deian Salazar,Cayle Tern
Terrence Hayes,Loretta Smith,Steph Routh,Candace Avalos,Noah Ernst,Timur Ender
Loretta Smith,Deian Salazar,Noah Ernst,Terrence Hayes,Joe Allen,Peggy Sue Owens
Loretta Smith,Terrence Hayes,Timur Ender,,,
Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,
Noah Ernst,Jamie Dunphy,Joe Allen,Joe Furi,,
Candace Avalos,Cayle Tern,Steph Routh,Jamie Dunphy,,
Candace Avalos,,,,,
Joe Furi,Timur Ender,Candace Avalos,Joe Allen,Michael (Mike) Sands,Jamie Dunphy
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Timur Ender,Candace Avalos,David Linn,,,
Steph Routh,David Linn,Cayle Tern,Candace Avalos,Timur Ender,Jamie Dunphy
Peggy Sue Owens,Joe Allen,Loretta Smith,Michael (Mike) Sands,Terrence Hayes,Candace Avalos
Timur Ender,Cayle Tern,David Linn,Michael (Mike) Sands,Steph Routh,Loretta Smith
Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,Cayle Tern,
Candace Avalos,Cayle Tern,Timur Ender,,,
Candace Avalos,Timur Ender,Jamie Dunphy,,,
Jamie Dunphy,,,,,
Doug Clove,Candace Avalos,Joe Furi,Terrence Hayes,Steph Routh,Thomas Shervey
Doug Clove,Cayle Tern,Joe Furi,Noah Ernst,Deian Salazar,Thomas Shervey
Candace Avalos,Terrence Hayes,Steph Routh,,,
Loretta Smith,Doug Clove,Deian Salazar,,,
Michael (Mike) Sands,,,,,
Jamie Dunphy,,,,,
Candace Avalos,Timur Ender,Steph Routh,Cayle Tern,,
Noah Ernst,Terrence Hayes,Steph Routh,Loretta Smith,Timur Ender,Candace Avalos
Steph Routh,,,,,
Terrence Hayes,Noah Ernst,Doug Clove,,,
Joe Allen,Noah Ernst,,,,
Noah Ernst,Timur Ender,Doug Clove,Joe Furi,Loretta Smith,Terrence Hayes
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Timur Ender
Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,Loretta Smith,Deian Salazar
Cayle Tern,Noah Ernst,Doug Clove,Loretta Smith,Thomas Shervey,Timur Ender
Steph Routh,Terrence Hayes,Loretta Smith,Candace Avalos,Timur Ender,David Linn
Noah Ernst,Deian Salazar,Jamie Dunphy,Candace Avalos,,
Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,Loretta Smith,Terrence Hayes
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Deian Salazar,,,,,
Noah Ernst,Terrence Hayes,Loretta Smith,,,
Noah Ernst,Peggy Sue Owens,Cayle Tern,,,
Candace Avalos,Timur Ender,David Linn,Jamie Dunphy,,
Jamie Dunphy,David Linn,Steph Routh,,,
Deian Salazar,Cayle Tern,Candace Avalos,Terrence Hayes,Thomas Shervey,Loretta Smith
Candace Avalos,Cayle Tern,Timur Ender,Deian Salazar,Terrence Hayes,Jamie Dunphy
David Linn,Terrence Hayes,Loretta Smith,Steph Routh,,
Cayle Tern,,,,,
Loretta Smith,David Linn,Michael (Mike) Sands,,,
Terrence Hayes,Noah Ernst,Loretta Smith,,,
Terrence Hayes,Loretta Smith,Joe Allen,Peggy Sue Owens,Candace Avalos,Jamie Dunphy
Terrence Hayes,Noah Ernst,Candace Avalos,,,
Candace Avalos,Jamie Dunphy,Timur Ender,Cayle Tern,,
Candace Avalos,Timur Ender,Cayle Tern,Jamie Dunphy,Deian Salazar,Steph Routh
Candace Avalos,Jamie Dunphy,Cayle Tern,,,
Timur Ender,David Linn,Jamie Dunphy,Steph Routh,Cayle Tern,Michael (Mike) Sands
Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,Steph Routh
Terrence Hayes,Loretta Smith,Noah Ernst,,,
Candace Avalos,Peggy Sue Owens,Cayle Tern,Loretta Smith,,
David Linn,,,,,
Candace Avalos,Jamie Dunphy,Steph Routh,,,
Michael (Mike) Sands,,,,,
,,,,,
Joe Furi,Doug Clove,Loretta Smith,Terrence Hayes,Steph Routh,Candace Avalos
Doug Clove,Terrence Hayes,Cayle Tern,Joe Furi,Timur Ender,Noah Ernst
Loretta Smith,,,,,
Noah Ernst,Deian Salazar,Steph Routh,,,
Timur Ender,Terrence Hayes,Loretta Smith,Candace Avalos,,
Noah Ernst,Joe Allen,David Linn,Doug Clove,Joe Furi,Michael (Mike) Sands
Candace Avalos,Steph Routh,Jamie Dunphy,,,
Timur Ender,Jamie Dunphy,Steph Routh,Candace Avalos,Terrence Hayes,Loretta Smith
David Linn,Candace Avalos,Timur Ender,Deian Salazar,Doug Clove,Joe Furi
Loretta Smith,Jamie Dunphy,Steph Routh,Terrence Hayes,Candace Avalos,David Linn
Steph Routh,Loretta Smith,,,,
Jamie Dunphy,Terrence Hayes,Loretta Smith,Doug Clove,,
Candace Avalos,Loretta Smith,Terrence Hayes,,,
Noah Ernst,Joe Allen,Doug Clove,Thomas Shervey,Michael (Mike) Sands,Joe Furi
Jamie Dunphy,Steph Routh,Candace Avalos,,,
Timur Ender,Noah Ernst,Joe Allen,Loretta Smith,Peggy Sue Owens,David Linn
Steph Routh,Timur Ender,Jamie Dunphy,Terrence Hayes,,
Terrence Hayes,Steph Routh,Noah Ernst,,,
Noah Ernst,Peggy Sue Owens,Michael (Mike) Sands,,,
Candace Avalos,Steph Routh,Jamie Dunphy,Loretta Smith,Terrence Hayes,Cayle Tern
Peggy Sue Owens,,,,,
Steph Routh,Michael (Mike) Sands,Joe Allen,,,
Candace Avalos,,,,,
Timur Ender,Candace Avalos,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
Loretta Smith,Terrence Hayes,Noah Ernst,,,
Steph Routh,Jamie Dunphy,Terrence Hayes,Deian Salazar,,
Noah Ernst,Loretta Smith,Joe Allen,,,
Peggy Sue Owens,Timur Ender,Joe Allen,David Linn,,
Peggy Sue Owens,Deian Salazar,Terrence Hayes,Cayle Tern,Doug Clove,Timur Ender
Candace Avalos,Cayle Tern,Timur Ender,,,
Terrence Hayes,Noah Ernst,Timur Ender,Loretta Smith,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Peggy Sue Owens,Joe Allen,Loretta Smith,,,
Terrence Hayes,Doug Clove,Michael (Mike) Sands,Loretta Smith,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Timur Ender,Candace Avalos,David Linn,Cayle Tern,Jamie Dunphy,
Timur Ender,Joe Allen,David Linn,Doug Clove,Joe Furi,Thomas Shervey
Candace Avalos,Loretta Smith,Steph Routh,Peggy Sue Owens,Jamie Dunphy,Deian Salazar
Loretta Smith,Jamie Dunphy,Candace Avalos,Terrence Hayes,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith,
Loretta Smith,Deian Salazar,Candace Avalos,Peggy Sue Owens,,
Loretta Smith,Terrence Hayes,Thomas Shervey,Joe Allen,Candace Avalos,Doug Clove
Terrence Hayes,Loretta Smith,,,,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Loretta Smith,,,,,
Loretta Smith,,,,,
Michael (Mike) Sands,Peggy Sue Owens,,,,
Terrence Hayes,Loretta Smith,Deian Salazar,Doug Clove,,
Candace Avalos,Doug Clove,Jamie Dunphy,Timur Ender,Steph Routh,Thomas Shervey
Timur Ender,Candace Avalos,Steph Routh,Jamie Dunphy,,
Steph Routh,Loretta Smith,Jamie Dunphy,Candace Avalos,Cayle Tern,Noah Ernst
Noah Ernst,Candace Avalos,Timur Ender,Loretta Smith,,
Joe Allen,Timur Ender,Noah Ernst,,,
Noah Ernst,Joe Allen,Terrence Hayes,Doug Clove,Thomas Shervey,
Terrence Hayes,Cayle Tern,Timur Ender,,,
Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-121
Candace Avalos,Steph Routh,Loretta Smith,,,
Joe Allen,Doug Clove,Michael (Mike) Sands,Jamie Dunphy,Thomas Shervey,Timur Ender
Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,Loretta Smith,
Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,Steph Routh
Candace Avalos,Timur Ender,Steph Routh,,,
Noah Ernst,Timur Ender,Terrence Hayes,Doug Clove,Steph Routh,Jamie Dunphy
Candace Avalos,Terrence Hayes,Cayle Tern,,,
Timur Ender,Candace Avalos,Loretta Smith,Thomas Shervey,Terrence Hayes,
Michael (Mike) Sands,,,,,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
David Linn,Joe Allen,Candace Avalos,Noah Ernst,Timur Ender,Peggy Sue Owens
Loretta Smith,Terrence Hayes,Candace Avalos,Thomas Shervey,Cayle Tern,Deian Salazar
Terrence Hayes,Noah Ernst,,,,
Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,Steph Routh,David Linn
Steph Routh,Candace Avalos,Jamie Dunphy,Thomas Shervey,Terrence Hayes,Timur Ender
Doug Clove,,,,,
Jamie Dunphy,Candace Avalos,Loretta Smith,,,
Loretta Smith,,,,,
Loretta Smith,,,,,
Joe Furi,Doug Clove,David Linn,Noah Ernst,Timur Ender,Joe Allen
Noah Ernst,,,,,
Loretta Smith,Steph Routh,Terrence Hayes,,,
Steph Routh,Candace Avalos,Jamie Dunphy,Loretta Smith,,
Candace Avalos,Timur Ender,Loretta Smith,Cayle Tern,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Peggy Sue Owens,Jamie Dunphy,Michael (Mike) Sands,,,
Steph Routh,Michael (Mike) Sands,Jamie Dunphy,Candace Avalos,Timur Ender,Loretta Smith
Candace Avalos,Timur Ender,Steph Routh,Terrence Hayes,Jamie Dunphy,
Noah Ernst,,,,,
Timur Ender,Candace Avalos,Loretta Smith,,,
Loretta Smith,,,,,
Joe Allen,David Linn,Michael (Mike) Sands,Noah Ernst,Joe Furi,
Loretta Smith,Terrence Hayes,David Linn,Jamie Dunphy,Timur Ender,Steph Routh
Noah Ernst,Deian Salazar,Doug Clove,Joe Furi,Terrence Hayes,Loretta Smith
Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,,
Loretta Smith,Terrence Hayes,,,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Candace Avalos,Cayle Tern,Timur Ender,Loretta Smith,Jamie Dunphy,Steph Routh
Timur Ender,Candace Avalos,Loretta Smith,,,
Peggy Sue Owens,,,,,
Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
Michael (Mike) Sands,,,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Loretta Smith,Timur Ender,Steph Routh,Candace Avalos,Jamie Dunphy,Terrence Hayes
Candace Avalos,Jamie Dunphy,Timur Ender,Steph Routh,David Linn,Cayle Tern
Steph Routh,Loretta Smith,Jamie Dunphy,,,
Steph Routh,Jamie Dunphy,Candace Avalos,Thomas Shervey,,
Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,Joe Allen,David Linn
Terrence Hayes,Doug Clove,Candace Avalos,,,
Candace Avalos,Cayle Tern,Michael (Mike) Sands,Steph Routh,,
Loretta Smith,Timur Ender,Terrence Hayes,Jamie Dunphy,,
Timur Ender,Candace Avalos,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
Joe Allen,Joe Furi,Thomas Shervey,,,
Loretta Smith,Steph Routh,Terrence Hayes,Timur Ender,Candace Avalos,Cayle Tern
Noah Ernst,Michael (Mike) Sands,David Linn,Loretta Smith,Terrence Hayes,
Noah Ernst,Joe Allen,,,,
Candace Avalos,,,,,
Loretta Smith,Steph Routh,Timur Ender,Jamie Dunphy,Candace Avalos,Cayle Tern
Timur Ender,Joe Furi,Terrence Hayes,,,
Candace Avalos,Cayle Tern,Timur Ender,David Linn,Michael (Mike) Sands,
Candace Avalos,Jamie Dunphy,Terrence Hayes,Steph Routh,Cayle Tern,Thomas Shervey
Loretta Smith,Noah Ernst,Terrence Hayes,,,
Deian Salazar,Peggy Sue Owens,Candace Avalos,,,
Candace Avalos,Peggy Sue Owens,Deian Salazar,Steph Routh,Loretta Smith,Jamie Dunphy
Jamie Dunphy,Peggy Sue Owens,Doug Clove,,,
Candace Avalos,Joe Furi,Loretta Smith,Doug Clove,,
Noah Ernst,Peggy Sue Owens,,,,
Deian Salazar,Noah Ernst,Michael (Mike) Sands,,,
Steph Routh,,,,,
Candace Avalos,Cayle Tern,Steph Routh,Jamie Dunphy,,
David Linn,Loretta Smith,Terrence Hayes,Noah Ernst,Jamie Dunphy,Peggy Sue Owens
Steph Routh,Terrence Hayes,Timur Ender,David Linn,Candace Avalos,Loretta Smith
Deian Salazar,Thomas Shervey,Joe Furi,Doug Clove,,
Cayle Tern,David Linn,Terrence Hayes,,,
Noah Ernst,Joe Furi,Loretta Smith,Steph Routh,Doug Clove,Candace Avalos
Candace Avalos,Steph Routh,Noah Ernst,Jamie Dunphy,Deian Salazar,Peggy Sue Owens
Timur Ender,Doug Clove,Joe Furi,Terrence Hayes,Joe Allen,Loretta Smith
Loretta Smith,Terrence Hayes,,,,
Loretta Smith,Timur Ender,Candace Avalos,David Linn,Terrence Hayes,Steph Routh
Thomas Shervey,Jamie Dunphy,,,,
Jamie Dunphy,Steph Routh,Candace Avalos,,,
Loretta Smith,Steph Routh,,,,
Candace Avalos,Jamie Dunphy,Terrence Hayes,Steph Routh,Loretta Smith,
Loretta Smith,Timur Ender,Doug Clove,Terrence Hayes,Candace Avalos,Joe Allen
Timur Ender,Steph Routh,Candace Avalos,,,
Loretta Smith,Peggy Sue Owens,Steph Routh,Deian Salazar,Joe Furi,Candace Avalos
Cayle Tern,Steph Routh,Loretta Smith,David Linn,Terrence Hayes,Candace Avalos
Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,,
Timur Ender,Candace Avalos,Steph Routh,Loretta Smith,Jamie Dunphy,
Timur Ender,,,,,
Loretta Smith,,,,,
Joe Allen,Timur Ender,David Linn,Steph Routh,Cayle Tern,Noah Ernst
Noah Ernst,,,,,
Steph Routh,Timur Ender,Candace Avalos,Jamie Dunphy,,
Loretta Smith,Steph Routh,Terrence Hayes,Doug Clove,Joe Furi,Noah Ernst
Timur Ender,,,,,
Noah Ernst,,,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
Timur Ender,Noah Ernst,Candace Avalos,Cayle Tern,David Linn,Doug Clove
Noah Ernst,Terrence Hayes,Joe Furi,Doug Clove,Loretta Smith,
Noah Ernst,Timur Ender,Joe Allen,Joe Furi,Steph Routh,Jamie Dunphy
Loretta Smith,Steph Routh,Terrence Hayes,,,
Timur Ender,Cayle Tern,Steph Routh,Candace Avalos,David Linn,Jamie Dunphy
Doug Clove,,,,,
,,,,,
Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,,
Loretta Smith,Terrence Hayes,Steph Routh,Jamie Dunphy,Timur Ender,Candace Avalos
Joe Furi,Cayle Tern,Loretta Smith,Steph Routh,Joe Allen,Timur Ender
Noah Ernst,,,,,
Timur Ender,,,,,
Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,Cayle Tern,David Linn
Timur Ender,Michael (Mike) Sands,Terrence Hayes,Steph Routh,,
Jamie Dunphy,Candace Avalos,Timur Ender,Steph Routh,Cayle Tern,
Noah Ernst,Candace Avalos,Loretta Smith,David Linn,Joe Furi,Steph Routh
Timur Ender,,,,,
Jamie Dunphy,Steph Routh,Timur Ender,,,
Doug Clove,Noah Ernst,Terrence Hayes,,,
Timur Ender,Steph Routh,Candace Avalos,Loretta Smith,,
Timur Ender,Joe Furi,Michael (Mike) Sands,,,
